Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
QS3P4,Pad,P1,GFZ,Channel:,j102,Actual,Channel:,2,Trace,Length:,790.1,Time,estimate:,4.077118589
QS3P4,Pad,P1,GFZ,Channel:,j101,Actual,Channel:,3,Trace,Length:,486.05,Time,estimate:,2.508142628
QS3P4,Pad,P1,GFZ,Channel:,j100,Actual,Channel:,4,Trace,Length:,1127.03,Time,estimate:,5.815763781
QS3P4,Pad,P1,GFZ,Channel:,j99,Actual,Channel:,5,Trace,Length:,786.92,Time,estimate:,4.060708974
QS3P4,Pad,P1,GFZ,Channel:,j98,Actual,Channel:,6,Trace,Length:,448.295,Time,estimate:,2.313317147
QS3P4,Pad,P1,GFZ,Channel:,j97,Actual,Channel:,7,Trace,Length:,1087.48,Time,estimate:,5.61167564
QS3P4,Pad,P1,GFZ,Channel:,j96,Actual,Channel:,8,Trace,Length:,747.68,Time,estimate:,3.858220512
QS3P4,Pad,P1,GFZ,Channel:,j95,Actual,Channel:,9,Trace,Length:,409.685,Time,estimate:,2.114079647
QS3P4,Pad,P1,GFZ,Channel:,j94,Actual,Channel:,10,Trace,Length:,1049.73,Time,estimate:,5.416875961
QS3P4,Pad,P1,GFZ,Channel:,j93,Actual,Channel:,11,Trace,Length:,711.445,Time,estimate:,3.671238621
QS3P4,Pad,P1,GFZ,Channel:,j92,Actual,Channel:,12,Trace,Length:,375.145,Time,estimate:,1.935844391
QS3P4,Pad,P1,GFZ,Channel:,j91,Actual,Channel:,13,Trace,Length:,1017.075,Time,estimate:,5.248367788
QS3P4,Pad,P1,GFZ,Channel:,j90,Actual,Channel:,14,Trace,Length:,680.89,Time,estimate:,3.513566987
QS3P4,Pad,P1,GFZ,Channel:,j89,Actual,Channel:,15,Trace,Length:,346.905,Time,estimate:,1.79011875
QS3P4,Pad,P1,GFZ,Channel:,j88,Actual,Channel:,16,Trace,Length:,991.395,Time,estimate:,5.115852403
QS3P4,Pad,P1,GFZ,Channel:,j87,Actual,Channel:,17,Trace,Length:,658.015,Time,estimate:,3.395526121
QS3P4,Pad,P1,GFZ,Channel:,j86,Actual,Channel:,18,Trace,Length:,327.08,Time,estimate:,1.687816666
QS3P4,Pad,P1,GFZ,Channel:,j85,Actual,Channel:,19,Trace,Length:,974.845,Time,estimate:,5.03045016
QS3P4,Pad,P1,GFZ,Channel:,j84,Actual,Channel:,20,Trace,Length:,644.95,Time,estimate:,3.328107371
QS3P4,Pad,P1,GFZ,Channel:,j83,Actual,Channel:,21,Trace,Length:,317.68,Time,estimate:,1.639310256
QS3P4,Pad,P1,GFZ,Channel:,j82,Actual,Channel:,22,Trace,Length:,969.25,Time,estimate:,5.001578525
QS3P4,Pad,P1,GFZ,Channel:,j81,Actual,Channel:,23,Trace,Length:,643.16,Time,estimate:,3.318870512
QS3P4,Pad,P1,GFZ,Channel:,j80,Actual,Channel:,24,Trace,Length:,319.63,Time,estimate:,1.649372756
QS3P4,Pad,P1,GFZ,Channel:,j79,Actual,Channel:,25,Trace,Length:,974.8,Time,estimate:,5.030217948
QS3P4,Pad,P1,GFZ,Channel:,j78,Actual,Channel:,26,Trace,Length:,652.17,Time,estimate:,3.365364423
QS3P4,Pad,P1,GFZ,Channel:,j77,Actual,Channel:,27,Trace,Length:,331.915,Time,estimate:,1.712766506
QS3P4,Pad,P1,GFZ,Channel:,j76,Actual,Channel:,28,Trace,Length:,990.135,Time,estimate:,5.10935048
QS3P4,Pad,P1,GFZ,Channel:,j75,Actual,Channel:,29,Trace,Length:,670.33,Time,estimate:,3.459074679
QS3P4,Pad,P1,GFZ,Channel:,j74,Actual,Channel:,30,Trace,Length:,352.41,Time,estimate:,1.818525961
QS3P4,Pad,P1,GFZ,Channel:,j73,Actual,Channel:,31,Trace,Length:,1012.67,Time,estimate:,5.225636858
QS3P4,Pad,P1,GFZ,Channel:,j72,Actual,Channel:,32,Trace,Length:,694.62,Time,estimate:,3.584417307
QS3P4,Pad,P1,GFZ,Channel:,j71,Actual,Channel:,33,Trace,Length:,378.44,Time,estimate:,1.952847436
QS3P4,Pad,P1,GFZ,Channel:,j70,Actual,Channel:,34,Trace,Length:,1039.89,Time,estimate:,5.366099038
QS3P4,Pad,P1,GFZ,Channel:,j69,Actual,Channel:,35,Trace,Length:,722.815,Time,estimate:,3.729910737
QS3P4,Pad,P1,GFZ,Channel:,j68,Actual,Channel:,36,Trace,Length:,407.41,Time,estimate:,2.102340064
QS3P4,Pad,P1,GFZ,Channel:,j67,Actual,Channel:,37,Trace,Length:,1069.83,Time,estimate:,5.520597115
QS3P4,Pad,P1,GFZ,Channel:,j66,Actual,Channel:,38,Trace,Length:,753.84,Time,estimate:,3.890007692
QS3P4,Pad,P1,GFZ,Channel:,j65,Actual,Channel:,39,Trace,Length:,439.455,Time,estimate:,2.26770048
QL1P1,Pad,P1,GFZ,Channel:,j103,Actual,Channel:,1,Trace,Length:,1022.65,Time,estimate:,5.277136217
QL1P1,Pad,P1,GFZ,Channel:,j102,Actual,Channel:,2,Trace,Length:,837.01,Time,estimate:,4.319186217
QL1P1,Pad,P1,GFZ,Channel:,j101,Actual,Channel:,3,Trace,Length:,651.99,Time,estimate:,3.364435577
QL1P1,Pad,P1,GFZ,Channel:,j100,Actual,Channel:,4,Trace,Length:,577.87,Time,estimate:,2.981957371
QL1P1,Pad,P1,GFZ,Channel:,j99,Actual,Channel:,5,Trace,Length:,392.93,Time,estimate:,2.027619551
QL1P1,Pad,P1,GFZ,Channel:,j98,Actual,Channel:,6,Trace,Length:,195.41,Time,estimate:,1.008365705
QL1P1,Pad,P1,GFZ,Channel:,j97,Actual,Channel:,7,Trace,Length:,1037.415,Time,estimate:,5.353327403
QL1P1,Pad,P1,GFZ,Channel:,j96,Actual,Channel:,8,Trace,Length:,844.7,Time,estimate:,4.358868589
QL1P1,Pad,P1,GFZ,Channel:,j95,Actual,Channel:,9,Trace,Length:,654.32,Time,estimate:,3.376458974
QL1P1,Pad,P1,GFZ,Channel:,j94,Actual,Channel:,10,Trace,Length:,567.855,Time,estimate:,2.930277403
QL1P1,Pad,P1,GFZ,Channel:,j93,Actual,Channel:,11,Trace,Length:,377.44,Time,estimate:,1.947687179
QL1P1,Pad,P1,GFZ,Channel:,j92,Actual,Channel:,12,Trace,Length:,187.09,Time,estimate:,0.965432372
QL1P1,Pad,P1,GFZ,Channel:,j91,Actual,Channel:,13,Trace,Length:,988.75,Time,estimate:,5.102203525
QL1P1,Pad,P1,GFZ,Channel:,j90,Actual,Channel:,14,Trace,Length:,804.425,Time,estimate:,4.151039262
QL1P1,Pad,P1,GFZ,Channel:,j89,Actual,Channel:,15,Trace,Length:,621.94,Time,estimate:,3.209369871
QL1P1,Pad,P1,GFZ,Channel:,j88,Actual,Channel:,16,Trace,Length:,536.45,Time,estimate:,2.768219551
QL1P1,Pad,P1,GFZ,Channel:,j87,Actual,Channel:,17,Trace,Length:,353.955,Time,estimate:,1.826498557
QL1P1,Pad,P1,GFZ,Channel:,j86,Actual,Channel:,18,Trace,Length:,171.255,Time,estimate:,0.883719711
QL1P1,Pad,P1,GFZ,Channel:,j85,Actual,Channel:,19,Trace,Length:,964.7,Time,estimate:,4.978099358
QL1P1,Pad,P1,GFZ,Channel:,j84,Actual,Channel:,20,Trace,Length:,791.435,Time,estimate:,4.084007532
QL1P1,Pad,P1,GFZ,Channel:,j83,Actual,Channel:,21,Trace,Length:,619.04,Time,estimate:,3.194405128
QL1P1,Pad,P1,GFZ,Channel:,j82,Actual,Channel:,22,Trace,Length:,536.745,Time,estimate:,2.769741827
QL1P1,Pad,P1,GFZ,Channel:,j81,Actual,Channel:,23,Trace,Length:,364.39,Time,estimate:,1.880345833
QL1P1,Pad,P1,GFZ,Channel:,j80,Actual,Channel:,24,Trace,Length:,191.115,Time,estimate:,0.986202404
QL1P1,Pad,P1,GFZ,Channel:,j79,Actual,Channel:,25,Trace,Length:,953.715,Time,estimate:,4.921413942
QL1P1,Pad,P1,GFZ,Channel:,j78,Actual,Channel:,26,Trace,Length:,787.45,Time,estimate:,4.06344391
QL1P1,Pad,P1,GFZ,Channel:,j77,Actual,Channel:,27,Trace,Length:,621.985,Time,estimate:,3.209602083
QL1P1,Pad,P1,GFZ,Channel:,j76,Actual,Channel:,28,Trace,Length:,539.69,Time,estimate:,2.784938782
QL1P1,Pad,P1,GFZ,Channel:,j75,Actual,Channel:,29,Trace,Length:,374.265,Time,estimate:,1.931303365
QL1P1,Pad,P1,GFZ,Channel:,j74,Actual,Channel:,30,Trace,Length:,208.09,Time,estimate:,1.073797756
QL1P1,Pad,P1,GFZ,Channel:,j73,Actual,Channel:,31,Trace,Length:,942.735,Time,estimate:,4.864754326
QL1P1,Pad,P1,GFZ,Channel:,j72,Actual,Channel:,32,Trace,Length:,783.465,Time,estimate:,4.042880288
QL1P1,Pad,P1,GFZ,Channel:,j71,Actual,Channel:,33,Trace,Length:,624.935,Time,estimate:,3.224824839
QL1P1,Pad,P1,GFZ,Channel:,j70,Actual,Channel:,34,Trace,Length:,542.635,Time,estimate:,2.800135737
QL1P1,Pad,P1,GFZ,Channel:,j69,Actual,Channel:,35,Trace,Length:,384.14,Time,estimate:,1.982260897
QL1P1,Pad,P1,GFZ,Channel:,j68,Actual,Channel:,36,Trace,Length:,225.065,Time,estimate:,1.161393109
QL1P1,Pad,P1,GFZ,Channel:,j67,Actual,Channel:,37,Trace,Length:,931.75,Time,estimate:,4.80806891
QL1P1,Pad,P1,GFZ,Channel:,j66,Actual,Channel:,38,Trace,Length:,779.48,Time,estimate:,4.022316666
QL1P1,Pad,P1,GFZ,Channel:,j65,Actual,Channel:,39,Trace,Length:,627.88,Time,estimate:,3.240021794
QL1P1,Pad,P1,GFZ,Channel:,j64,Actual,Channel:,40,Trace,Length:,545.58,Time,estimate:,2.815332692
QL1P1,Pad,P1,GFZ,Channel:,j63,Actual,Channel:,41,Trace,Length:,394.01,Time,estimate:,2.033192628
QL1P1,Pad,P1,GFZ,Channel:,j62,Actual,Channel:,42,Trace,Length:,242.04,Time,estimate:,1.248988461
QL1P1,Pad,P1,GFZ,Channel:,j61,Actual,Channel:,43,Trace,Length:,920.77,Time,estimate:,4.751409294
QL1P1,Pad,P1,GFZ,Channel:,j60,Actual,Channel:,44,Trace,Length:,775.5,Time,estimate:,4.001778846
QL1P1,Pad,P1,GFZ,Channel:,j59,Actual,Channel:,45,Trace,Length:,630.825,Time,estimate:,3.25521875
QL1P1,Pad,P1,GFZ,Channel:,j58,Actual,Channel:,46,Trace,Length:,548.525,Time,estimate:,2.830529647
QL1P1,Pad,P1,GFZ,Channel:,j57,Actual,Channel:,47,Trace,Length:,403.885,Time,estimate:,2.08415016
QL1P1,Pad,P1,GFZ,Channel:,j56,Actual,Channel:,48,Trace,Length:,259.02,Time,estimate:,1.336609615
QL1P1,Pad,P1,GFZ,Channel:,j55,Actual,Channel:,49,Trace,Length:,909.79,Time,estimate:,4.694749679
QL1P1,Pad,P1,GFZ,Channel:,j54,Actual,Channel:,50,Trace,Length:,771.515,Time,estimate:,3.981215224
QL1P1,Pad,P1,GFZ,Channel:,j53,Actual,Channel:,51,Trace,Length:,633.77,Time,estimate:,3.270415705
QL1P1,Pad,P1,GFZ,Channel:,j52,Actual,Channel:,52,Trace,Length:,551.475,Time,estimate:,2.845752403
QL1P1,Pad,P1,GFZ,Channel:,j51,Actual,Channel:,53,Trace,Length:,413.76,Time,estimate:,2.135107692
QL1P1,Pad,P1,GFZ,Channel:,j50,Actual,Channel:,54,Trace,Length:,275.995,Time,estimate:,1.424204968
QL1P1,Pad,P1,GFZ,Channel:,j49,Actual,Channel:,55,Trace,Length:,898.805,Time,estimate:,4.638064262
QL1P1,Pad,P1,GFZ,Channel:,j48,Actual,Channel:,56,Trace,Length:,767.53,Time,estimate:,3.960651602
QL1P1,Pad,P1,GFZ,Channel:,j47,Actual,Channel:,57,Trace,Length:,636.715,Time,estimate:,3.28561266
QL1P1,Pad,P1,GFZ,Channel:,j46,Actual,Channel:,58,Trace,Length:,554.42,Time,estimate:,2.860949359
QL1P1,Pad,P1,GFZ,Channel:,j45,Actual,Channel:,59,Trace,Length:,423.63,Time,estimate:,2.186039423
QL1P1,Pad,P1,GFZ,Channel:,j44,Actual,Channel:,60,Trace,Length:,292.97,Time,estimate:,1.51180032
QL1P1,Pad,P1,GFZ,Channel:,j43,Actual,Channel:,61,Trace,Length:,887.825,Time,estimate:,4.581404647
QL1P1,Pad,P1,GFZ,Channel:,j42,Actual,Channel:,62,Trace,Length:,763.545,Time,estimate:,3.94008798
QL1P1,Pad,P1,GFZ,Channel:,j41,Actual,Channel:,63,Trace,Length:,639.665,Time,estimate:,3.300835416
QL1P1,Pad,P1,GFZ,Channel:,j40,Actual,Channel:,64,Trace,Length:,557.365,Time,estimate:,2.876146314
QL1P1,Pad,P1,GFZ,Channel:,j39,Actual,Channel:,65,Trace,Length:,433.505,Time,estimate:,2.236996955
QL1P1,Pad,P1,GFZ,Channel:,j38,Actual,Channel:,66,Trace,Length:,309.945,Time,estimate:,1.599395673
QL1P1,Pad,P1,GFZ,Channel:,j37,Actual,Channel:,67,Trace,Length:,876.845,Time,estimate:,4.524745031
QL1P1,Pad,P1,GFZ,Channel:,j36,Actual,Channel:,68,Trace,Length:,759.56,Time,estimate:,3.919524358
QL1P1,Pad,P1,GFZ,Channel:,j35,Actual,Channel:,69,Trace,Length:,642.61,Time,estimate:,3.316032371
QL1P1,Pad,P1,GFZ,Channel:,j34,Actual,Channel:,70,Trace,Length:,560.31,Time,estimate:,2.891343269
QL1P1,Pad,P1,GFZ,Channel:,j33,Actual,Channel:,71,Trace,Length:,443.38,Time,estimate:,2.287954487
QL1P1,Pad,P1,GFZ,Channel:,j32,Actual,Channel:,72,Trace,Length:,326.92,Time,estimate:,1.686991025
QL1P1,Pad,P1,GFZ,Channel:,j31,Actual,Channel:,73,Trace,Length:,865.86,Time,estimate:,4.468059615
QL1P1,Pad,P1,GFZ,Channel:,j30,Actual,Channel:,74,Trace,Length:,755.575,Time,estimate:,3.898960737
QL1P1,Pad,P1,GFZ,Channel:,j29,Actual,Channel:,75,Trace,Length:,645.555,Time,estimate:,3.331229327
QL1P1,Pad,P1,GFZ,Channel:,j28,Actual,Channel:,76,Trace,Length:,563.255,Time,estimate:,2.906540224
QL1P1,Pad,P1,GFZ,Channel:,j27,Actual,Channel:,77,Trace,Length:,453.25,Time,estimate:,2.338886218
QL1P1,Pad,P1,GFZ,Channel:,j26,Actual,Channel:,78,Trace,Length:,343.895,Time,estimate:,1.774586378
QL1P1,Pad,P1,GFZ,Channel:,j25,Actual,Channel:,79,Trace,Length:,854.88,Time,estimate:,4.411399999
QL1P1,Pad,P1,GFZ,Channel:,j24,Actual,Channel:,80,Trace,Length:,751.59,Time,estimate:,3.878397115
QL1P1,Pad,P1,GFZ,Channel:,j23,Actual,Channel:,81,Trace,Length:,648.5,Time,estimate:,3.346426282
QL1P1,Pad,P1,GFZ,Channel:,j22,Actual,Channel:,82,Trace,Length:,566.205,Time,estimate:,2.92176298
QL1P1,Pad,P1,GFZ,Channel:,j21,Actual,Channel:,83,Trace,Length:,463.125,Time,estimate:,2.38984375
QL1P1,Pad,P1,GFZ,Channel:,j20,Actual,Channel:,84,Trace,Length:,360.87,Time,estimate:,1.862181731
QL1P1,Pad,P1,GFZ,Channel:,j19,Actual,Channel:,85,Trace,Length:,843.9,Time,estimate:,4.354740384
QL1P1,Pad,P1,GFZ,Channel:,j18,Actual,Channel:,86,Trace,Length:,747.605,Time,estimate:,3.857833493
QL1P1,Pad,P1,GFZ,Channel:,j17,Actual,Channel:,87,Trace,Length:,651.445,Time,estimate:,3.361623237
QL1P1,Pad,P1,GFZ,Channel:,j16,Actual,Channel:,88,Trace,Length:,569.15,Time,estimate:,2.936959936
QL1P1,Pad,P1,GFZ,Channel:,j15,Actual,Channel:,89,Trace,Length:,472.995,Time,estimate:,2.44077548
QL1P1,Pad,P1,GFZ,Channel:,j14,Actual,Channel:,90,Trace,Length:,377.845,Time,estimate:,1.949777083
QL1P1,Pad,P1,GFZ,Channel:,j13,Actual,Channel:,91,Trace,Length:,832.915,Time,estimate:,4.298054967
QL1P1,Pad,P1,GFZ,Channel:,j12,Actual,Channel:,92,Trace,Length:,743.62,Time,estimate:,3.837269871
QL1P1,Pad,P1,GFZ,Channel:,j11,Actual,Channel:,93,Trace,Length:,654.395,Time,estimate:,3.376845993
QL1P1,Pad,P1,GFZ,Channel:,j10,Actual,Channel:,94,Trace,Length:,572.095,Time,estimate:,2.952156891
QL1P1,Pad,P1,GFZ,Channel:,j9,Actual,Channel:,95,Trace,Length:,482.87,Time,estimate:,2.491733013
QL1P1,Pad,P1,GFZ,Channel:,j8,Actual,Channel:,96,Trace,Length:,394.82,Time,estimate:,2.037372436
QL1P1,Pad,P1,GFZ,Channel:,j7,Actual,Channel:,97,Trace,Length:,821.935,Time,estimate:,4.241395352
QL1P1,Pad,P1,GFZ,Channel:,j6,Actual,Channel:,98,Trace,Length:,739.635,Time,estimate:,3.81670625
QL1P1,Pad,P1,GFZ,Channel:,j5,Actual,Channel:,99,Trace,Length:,657.34,Time,estimate:,3.392042948
QL1P1,Pad,P1,GFZ,Channel:,j4,Actual,Channel:,100,Trace,Length:,575.04,Time,estimate:,2.967353846
QL1P1,Pad,P1,GFZ,Channel:,j3,Actual,Channel:,101,Trace,Length:,492.745,Time,estimate:,2.542690545
QL1P1,Pad,P1,GFZ,Channel:,j2,Actual,Channel:,102,Trace,Length:,411.8,Time,estimate:,2.124993589
QL1P1,Pad,P1,GFZ,Channel:,j103,Actual,Channel:,1,Trace,Length:,1022.65,Time,estimate:,5.277136217
QL1P1,Pad,P1,GFZ,Channel:,j102,Actual,Channel:,2,Trace,Length:,837.01,Time,estimate:,4.319186217
QL1P1,Pad,P1,GFZ,Channel:,j101,Actual,Channel:,3,Trace,Length:,651.99,Time,estimate:,3.364435577
QL1P1,Pad,P1,GFZ,Channel:,j100,Actual,Channel:,4,Trace,Length:,577.87,Time,estimate:,2.981957371
QL1P1,Pad,P1,GFZ,Channel:,j99,Actual,Channel:,5,Trace,Length:,392.93,Time,estimate:,2.027619551
QL1P1,Pad,P1,GFZ,Channel:,j98,Actual,Channel:,6,Trace,Length:,195.41,Time,estimate:,1.008365705
QL1P1,Pad,P1,GFZ,Channel:,j97,Actual,Channel:,7,Trace,Length:,1037.415,Time,estimate:,5.353327403
QL1P1,Pad,P1,GFZ,Channel:,j96,Actual,Channel:,8,Trace,Length:,844.7,Time,estimate:,4.358868589
QL1P1,Pad,P1,GFZ,Channel:,j95,Actual,Channel:,9,Trace,Length:,654.32,Time,estimate:,3.376458974
QL1P1,Pad,P1,GFZ,Channel:,j94,Actual,Channel:,10,Trace,Length:,567.855,Time,estimate:,2.930277403
QL1P1,Pad,P1,GFZ,Channel:,j93,Actual,Channel:,11,Trace,Length:,377.44,Time,estimate:,1.947687179
QL1P1,Pad,P1,GFZ,Channel:,j92,Actual,Channel:,12,Trace,Length:,187.09,Time,estimate:,0.965432372
QL1P1,Pad,P1,GFZ,Channel:,j91,Actual,Channel:,13,Trace,Length:,988.75,Time,estimate:,5.102203525
QL1P1,Pad,P1,GFZ,Channel:,j90,Actual,Channel:,14,Trace,Length:,804.425,Time,estimate:,4.151039262
QL1P1,Pad,P1,GFZ,Channel:,j89,Actual,Channel:,15,Trace,Length:,621.94,Time,estimate:,3.209369871
QL1P1,Pad,P1,GFZ,Channel:,j88,Actual,Channel:,16,Trace,Length:,536.45,Time,estimate:,2.768219551
QL1P1,Pad,P1,GFZ,Channel:,j87,Actual,Channel:,17,Trace,Length:,353.955,Time,estimate:,1.826498557
QL1P1,Pad,P1,GFZ,Channel:,j86,Actual,Channel:,18,Trace,Length:,171.255,Time,estimate:,0.883719711
QL1P1,Pad,P1,GFZ,Channel:,j85,Actual,Channel:,19,Trace,Length:,964.7,Time,estimate:,4.978099358
QL1P1,Pad,P1,GFZ,Channel:,j84,Actual,Channel:,20,Trace,Length:,791.435,Time,estimate:,4.084007532
QL1P1,Pad,P1,GFZ,Channel:,j83,Actual,Channel:,21,Trace,Length:,619.04,Time,estimate:,3.194405128
QL1P1,Pad,P1,GFZ,Channel:,j82,Actual,Channel:,22,Trace,Length:,536.745,Time,estimate:,2.769741827
QL1P1,Pad,P1,GFZ,Channel:,j81,Actual,Channel:,23,Trace,Length:,364.39,Time,estimate:,1.880345833
QL1P1,Pad,P1,GFZ,Channel:,j80,Actual,Channel:,24,Trace,Length:,191.115,Time,estimate:,0.986202404
QL1P1,Pad,P1,GFZ,Channel:,j79,Actual,Channel:,25,Trace,Length:,953.715,Time,estimate:,4.921413942
QL1P1,Pad,P1,GFZ,Channel:,j78,Actual,Channel:,26,Trace,Length:,787.45,Time,estimate:,4.06344391
QL1P1,Pad,P1,GFZ,Channel:,j77,Actual,Channel:,27,Trace,Length:,621.985,Time,estimate:,3.209602083
QL1P1,Pad,P1,GFZ,Channel:,j76,Actual,Channel:,28,Trace,Length:,539.69,Time,estimate:,2.784938782
QL1P1,Pad,P1,GFZ,Channel:,j75,Actual,Channel:,29,Trace,Length:,374.265,Time,estimate:,1.931303365
QL1P1,Pad,P1,GFZ,Channel:,j74,Actual,Channel:,30,Trace,Length:,208.09,Time,estimate:,1.073797756
QL1P1,Pad,P1,GFZ,Channel:,j73,Actual,Channel:,31,Trace,Length:,942.735,Time,estimate:,4.864754326
QL1P1,Pad,P1,GFZ,Channel:,j72,Actual,Channel:,32,Trace,Length:,783.465,Time,estimate:,4.042880288
QL1P1,Pad,P1,GFZ,Channel:,j71,Actual,Channel:,33,Trace,Length:,624.935,Time,estimate:,3.224824839
QL1P1,Pad,P1,GFZ,Channel:,j70,Actual,Channel:,34,Trace,Length:,542.635,Time,estimate:,2.800135737
QL1P1,Pad,P1,GFZ,Channel:,j69,Actual,Channel:,35,Trace,Length:,384.14,Time,estimate:,1.982260897
QL1P1,Pad,P1,GFZ,Channel:,j68,Actual,Channel:,36,Trace,Length:,225.065,Time,estimate:,1.161393109
QL1P1,Pad,P1,GFZ,Channel:,j67,Actual,Channel:,37,Trace,Length:,931.75,Time,estimate:,4.80806891
QL1P1,Pad,P1,GFZ,Channel:,j66,Actual,Channel:,38,Trace,Length:,779.48,Time,estimate:,4.022316666
QL1P1,Pad,P1,GFZ,Channel:,j65,Actual,Channel:,39,Trace,Length:,627.88,Time,estimate:,3.240021794
QL1P2,Pad,P1,GFZ,Channel:,j103,Actual,Channel:,1,Trace,Length:,1022.65,Time,estimate:,5.277136217
QL1P2,Pad,P1,GFZ,Channel:,j102,Actual,Channel:,2,Trace,Length:,837.01,Time,estimate:,4.319186217
QL1P2,Pad,P1,GFZ,Channel:,j101,Actual,Channel:,3,Trace,Length:,651.99,Time,estimate:,3.364435577
QL1P2,Pad,P1,GFZ,Channel:,j100,Actual,Channel:,4,Trace,Length:,577.87,Time,estimate:,2.981957371
QL1P2,Pad,P1,GFZ,Channel:,j99,Actual,Channel:,5,Trace,Length:,392.93,Time,estimate:,2.027619551
QL1P2,Pad,P1,GFZ,Channel:,j98,Actual,Channel:,6,Trace,Length:,195.41,Time,estimate:,1.008365705
QL1P2,Pad,P1,GFZ,Channel:,j97,Actual,Channel:,7,Trace,Length:,1037.415,Time,estimate:,5.353327403
QL1P2,Pad,P1,GFZ,Channel:,j96,Actual,Channel:,8,Trace,Length:,844.7,Time,estimate:,4.358868589
QL1P2,Pad,P1,GFZ,Channel:,j95,Actual,Channel:,9,Trace,Length:,654.32,Time,estimate:,3.376458974
QL1P2,Pad,P1,GFZ,Channel:,j94,Actual,Channel:,10,Trace,Length:,567.855,Time,estimate:,2.930277403
QL1P2,Pad,P1,GFZ,Channel:,j93,Actual,Channel:,11,Trace,Length:,377.44,Time,estimate:,1.947687179
QL1P2,Pad,P1,GFZ,Channel:,j92,Actual,Channel:,12,Trace,Length:,187.09,Time,estimate:,0.965432372
QL1P2,Pad,P1,GFZ,Channel:,j91,Actual,Channel:,13,Trace,Length:,988.75,Time,estimate:,5.102203525
QL1P2,Pad,P1,GFZ,Channel:,j90,Actual,Channel:,14,Trace,Length:,804.425,Time,estimate:,4.151039262
QL1P2,Pad,P1,GFZ,Channel:,j89,Actual,Channel:,15,Trace,Length:,621.94,Time,estimate:,3.209369871
QL1P2,Pad,P1,GFZ,Channel:,j88,Actual,Channel:,16,Trace,Length:,536.45,Time,estimate:,2.768219551
QL1P2,Pad,P1,GFZ,Channel:,j87,Actual,Channel:,17,Trace,Length:,353.955,Time,estimate:,1.826498557
QL1P2,Pad,P1,GFZ,Channel:,j86,Actual,Channel:,18,Trace,Length:,171.255,Time,estimate:,0.883719711
QL1P2,Pad,P1,GFZ,Channel:,j85,Actual,Channel:,19,Trace,Length:,964.7,Time,estimate:,4.978099358
QL1P2,Pad,P1,GFZ,Channel:,j84,Actual,Channel:,20,Trace,Length:,791.435,Time,estimate:,4.084007532
QL1P2,Pad,P1,GFZ,Channel:,j83,Actual,Channel:,21,Trace,Length:,619.04,Time,estimate:,3.194405128
QL1P2,Pad,P1,GFZ,Channel:,j82,Actual,Channel:,22,Trace,Length:,536.745,Time,estimate:,2.769741827
QL1P2,Pad,P1,GFZ,Channel:,j81,Actual,Channel:,23,Trace,Length:,364.39,Time,estimate:,1.880345833
QL1P2,Pad,P1,GFZ,Channel:,j80,Actual,Channel:,24,Trace,Length:,191.115,Time,estimate:,0.986202404
QL1P2,Pad,P1,GFZ,Channel:,j79,Actual,Channel:,25,Trace,Length:,953.715,Time,estimate:,4.921413942
QL1P2,Pad,P1,GFZ,Channel:,j78,Actual,Channel:,26,Trace,Length:,787.45,Time,estimate:,4.06344391
QL1P2,Pad,P1,GFZ,Channel:,j77,Actual,Channel:,27,Trace,Length:,621.985,Time,estimate:,3.209602083
QL1P2,Pad,P1,GFZ,Channel:,j76,Actual,Channel:,28,Trace,Length:,539.69,Time,estimate:,2.784938782
QL1P2,Pad,P1,GFZ,Channel:,j75,Actual,Channel:,29,Trace,Length:,374.265,Time,estimate:,1.931303365
QL1P2,Pad,P1,GFZ,Channel:,j74,Actual,Channel:,30,Trace,Length:,208.09,Time,estimate:,1.073797756
QL1P2,Pad,P1,GFZ,Channel:,j73,Actual,Channel:,31,Trace,Length:,942.735,Time,estimate:,4.864754326
QL1P2,Pad,P1,GFZ,Channel:,j72,Actual,Channel:,32,Trace,Length:,783.465,Time,estimate:,4.042880288
QL1P2,Pad,P1,GFZ,Channel:,j71,Actual,Channel:,33,Trace,Length:,624.935,Time,estimate:,3.224824839
QL1P2,Pad,P1,GFZ,Channel:,j70,Actual,Channel:,34,Trace,Length:,542.635,Time,estimate:,2.800135737
QL1P2,Pad,P1,GFZ,Channel:,j69,Actual,Channel:,35,Trace,Length:,384.14,Time,estimate:,1.982260897
QL1P2,Pad,P1,GFZ,Channel:,j68,Actual,Channel:,36,Trace,Length:,225.065,Time,estimate:,1.161393109
QL1P2,Pad,P1,GFZ,Channel:,j67,Actual,Channel:,37,Trace,Length:,931.75,Time,estimate:,4.80806891
QL1P2,Pad,P1,GFZ,Channel:,j66,Actual,Channel:,38,Trace,Length:,779.48,Time,estimate:,4.022316666
QL1P2,Pad,P1,GFZ,Channel:,j65,Actual,Channel:,39,Trace,Length:,627.88,Time,estimate:,3.240021794
QL1P2,Pad,P1,GFZ,Channel:,j64,Actual,Channel:,40,Trace,Length:,545.58,Time,estimate:,2.815332692
QL1P2,Pad,P1,GFZ,Channel:,j63,Actual,Channel:,41,Trace,Length:,394.01,Time,estimate:,2.033192628
QL1P2,Pad,P1,GFZ,Channel:,j62,Actual,Channel:,42,Trace,Length:,242.04,Time,estimate:,1.248988461
